CustomerId,Churn_Prediction
15768367,1
15568573,1
15689598,1
15635396,1
15678944,1
15718507,1
15804709,1
15582910,1
15773868,1
15691785,1
15685290,1
15680449,1
15599860,1
15728224,1
15644174,1
15756751,1
15584037,1
15669887,1
15651264,1
15724251,1
15718289,1
15654733,1
15602797,1
15778154,1
15806230,1
15662884,1
15750778,1
15677804,1
15615126,1
15753847,1
15757541,1
15618255,1
15750156,1
15720305,1
15698716,1
15732266,1
15640258,1
15626008,1
15648362,1
15723717,1
15659736,1
15603170,1
15619972,1
15756610,1
15663164,1
15714981,1
15743673,1
15720071,1
15783030,1
15627665,1
15814092,1
15650442,1
15601659,1
15737071,1
15792064,1
15677052,1
15653776,1
15597914,1
15678034,1
15697100,1
15606641,1
15569079,1
15640034,1
15807563,1
15734762,1
15800083,1
15689886,1
15676404,1
15812262,1
15669301,1
15798470,1
15676571,1
15643865,1
15647008,1
15608406,1
15625545,1
15810829,1
15757952,1
15609623,1
15569098,1
15664001,1
15654562,1
15693376,1
15577587,1
15635141,1
15747168,1
15796910,1
15707674,1
15565706,1
15720929,1
15729201,1
15615207,1
15574213,1
15583840,1
15782418,1
15711314,1
15627847,1
15588090,1
15735270,1
15566660,1
15746553,1
15622518,1
15664555,1
15761294,1
15673984,1
15709941,1
15690021,1
15740527,1
15657529,1
15800287,1
15616454,1
15778149,1
15791867,1
15675380,1
15775294,1
15654000,1
15719991,1
15720687,1
15720774,1
15579566,1
15771543,1
15810460,1
15771742,1
15772412,1
15654577,1
15584536,1
15585853,1
15645271,1
15623107,1
15592000,1
15675854,1
15714391,1
15596455,1
15696301,1
15812241,1
15674328,1
15572547,1
15567063,1
15720637,1
15616859,1
15781598,1
15740345,1
15686463,1
15648967,1
15779522,1
15716381,1
15704788,1
15641312,1
15676937,1
15778975,1
15692443,1
15593795,1
15642824,1
15774192,1
15758901,1
15632118,1
15568006,1
15751748,1
15812210,1
15605826,1
15570087,1
15607275,1
15635034,1
15692929,1
15672152,1
15673372,1
15715673,1
15733261,1
15668248,1
15694376,1
15711028,1
15658475,1
15782360,1
15677105,1
15784958,1
15734524,1
15614103,1
15649292,1
15622532,1
15710543,1
15687153,1
15583353,1
15672594,1
15751392,1
15579617,1
15593976,1
15596870,1
15751491,1
15808674,1
15791780,1
15607314,1
15737832,1
15680706,1
15748597,1
15618774,1
15583580,1
15788556,1
15576550,1
15653937,1
15644361,1
15605020,1
15582849,1
15655410,1
15759067,1
15763256,1
15595592,1
15778005,1
15711843,1
15804131,1
15811588,1
15743828,1
15656683,1
15805704,1
15665053,1
15702912,1
15649150,1
15668270,1
15624820,1
15593094,1
15618239,1
15790204,1
15783225,1
15781272,1
15573888,1
15777045,1
15569274,1
15693205,1
15739592,1
15696852,1
15575935,1
15806256,1
15691004,1
15792228,1
15733447,1
15796074,1
15748414,1
15751203,1
15803456,1
15792986,1
15606273,1
15715047,1
15644692,1
15574761,1
15743817,1
15744942,1
15740406,1
15768137,1
15775067,1
15783019,1
15585580,1
15613886,1
15737556,1
15625092,1
15784761,1
15719508,1
15609011,1
15626795,1
15754577,1
15584113,1
15669589,1
15720583,1
15780432,1
15761168,1
15680517,1
15690743,1
15606386,1
15602282,1
15793307,1
15687372,1
15624641,1
15734610,1
15596303,1
15787255,1
15731555,1
15808526,1
15718465,1
15721460,1
15727317,1
15656086,1
15644796,1
15641604,1
15601594,1
15703728,1
15670584,1
15587174,1
15588449,1
15613102,1
15801169,1
15682421,1
15713354,1
15621611,1
15709474,1
15701280,1
15753174,1
15749519,1
15684960,1
15591286,1
15668323,1
15608528,1
15662751,1
15684319,1
15804038,1
15745533,1
15761497,1
15691817,1
15732281,1
15567630,1
15587507,1
15799300,1
15694129,1
15732643,1
15743490,1
15702462,1
15683416,1
15749638,1
15728706,1
15624744,1
15788068,1
15599126,1
15650575,1
15700627,1
15700460,1
15724076,1
15784000,1
15733966,1
15662426,1
15720511,1
15647965,1
15782181,1
15655436,1
15801832,1
15663410,1
15745326,1
15674541,1
15728564,1
15580701,1
15681410,1
15668283,1
15669664,1
15573851,1
15710012,1
15648933,1
15707322,1
15594456,1
15566253,1
15807269,1
15660417,1
15718912,1
15798256,1
15726855,1
15623202,1
15723864,1
15606397,1
15595842,1
15639278,1
15642821,1
15575759,1
15636330,1
15773283,1
15785559,1
15694444,1
15605742,1
15664897,1
15713845,1
15645355,1
15729557,1
15645847,1
15708867,1
15635964,1
15588372,1
15597968,1
15796957,1
15635870,1
15741988,1
15661945,1
15797329,1
15591091,1
15800514,1
15782096,1
15785373,1
15756272,1
15573171,1
15814430,1
15638607,1
15661723,1
15649616,1
15720919,1
15803947,1
15651664,1
15811565,1
15713774,1
15812888,1
15724154,1
15661626,1
15572038,1
15643671,1
15704168,1
15800746,1
15742798,1
15632665,1
15583392,1
15610972,1
15793478,1
15723950,1
15694566,1
15726103,1
15730044,1
15649853,1
15659800,1
15663933,1
15694556,1
15643188,1
15573628,1
15753888,1
15771270,1
15624519,1
15799910,1
15570379,1
15737267,1
15569666,1
15765300,1
15608541,1
15813659,1
15757867,1
15600392,1
15709920,1
15643158,1
15772650,1
15691287,1
15804797,1
15677317,1
15664270,1
15641934,1
15725665,1
15786196,1
15612095,1
15757559,1
15591036,1
15566988,1
15594340,1
15773723,1
15695339,1
15714575,1
15806808,1
15657535,1
15649024,1
15728917,1
15571193,1
15623499,1
15807163,1
15679738,1
15601811,1
15658577,1
15783007,1
15747323,1
15805690,1
15612139,1
15673439,1
15773013,1
15684868,1
15669253,1
15758023,1
15674720,1
15813159,1
15603880,1
15596992,1
15730759,1
15615050,1
15743498,1
15750731,1
15710105,1
15662488,1
15577313,1
15749401,1
15720371,1
15717984,1
15625761,1
15627995,1
15801942,1
15656822,1
15813974,1
15664339,1
15703037,1
15609558,1
15645200,1
15753079,1
15616221,1
15714062,1
15726634,1
15603554,1
15792305,1
15729238,1
15718242,1
15771442,1
15675337,1
15589017,1
15611186,1
15650026,1
15689328,1
15620756,1
15611331,1
15576935,1
15661275,1
15768471,1
15608338,1
15623219,1
15773276,1
15621550,1
15755241,1
15591169,1
15766427,1
15790810,1
15687421,1
15686835,1
15746012,1
15615797,1
15793455,1
15814468,1
15566312,1
15739972,1
15576196,1
15693764,1
15708534,1
15640686,1
15588904,1
15768763,1
15642162,1
15584090,1
15582033,1
15738501,1
15736126,1
15745399,1
15657829,1
15598982,1
15577423,1
15583371,1
15772559,1
15625706,1
15591512,1
15763683,1
15641782,1
15588419,1
15566030,1
15704160,1
15640852,1
15789313,1
15793688,1
15761053,1
15702095,1
15700801,1
15643916,1
15720636,1
15795275,1
15571869,1
15743293,1
15604093,1
15749328,1
15617331,1
15607526,1
15612207,1
15650538,1
15797475,1
15737104,1
15593425,1
15604706,1
15651883,1
15598744,1
15808544,1
15654531,1
15739578,1
15697360,1
15655213,1
15710365,1
15746199,1
15729110,1
15777873,1
15797900,1
15746333,1
15792668,1
15583863,1
15681878,1
15735909,1
15587647,1
15666711,1
15586674,1
15756625,1
15633213,1
15619608,1
15723318,1
15717328,1
15771299,1
15616213,1
15690546,1
15735636,1
15659567,1
15593510,1
15751455,1
15587066,1
15657809,1
15611669,1
15692575,1
15776947,1
15594515,1
15605059,1
15662243,1
15593128,1
15704209,1
15708265,1
15760216,1
15696989,1
15738715,1
15737814,1
15629299,1
15785654,1
15797381,1
15654457,1
15658067,1
15665283,1
15636592,1
15673877,1
15760865,1
15705009,1
15694765,1
15650488,1
15700263,1
15710087,1
15679884,1
15784180,1
15804853,1
15651627,1
15803750,1
15738889,1
15569249,1
15706232,1
15770039,1
15622631,1
15752801,1
15808175,1
15640074,1
15776156,1
15715750,1
15638610,1
15767729,1
15768600,1
15796813,1
15711446,1
15672432,1
15580914,1
15767264,1
15789611,1
15597709,1
15815271,1
15671769,1
15730793,1
15719940,1
15571415,1
15600975,1
15763108,1
15644453,1
15783883,1
15787693,1
15642391,1
15815040,1
15788776,1
15765257,1
15694666,1
15689781,1
15809837,1
15654859,1
15577515,1
15609070,1
15591010,1
15798895,1
15709252,1
15621423,1
15664615,1
15788131,1
15638989,1
15623210,1
15730287,1
15761554,1
15729771,1
15566495,1
15707602,1
15594133,1
15772329,1
15701687,1
15663194,1
15736510,1
15734649,1
15632503,1
15648681,1
15747757,1
15762716,1
15675926,1
15735572,1
15567860,1
15611318,1
15618703,1
15740487,1
15686670,1
15811690,1
15734008,1
15721507,1
15810723,1
15617065,1
15689786,1
15646082,1
15796111,1
15670646,1
15815095,1
15736420,1
15797767,1
15586479,1
15593178,1
15696287,1
15573077,1
15672912,1
15808386,1
15603565,1
15744044,1
15577771,1
15802071,1
15779492,1
15625501,1
15640521,1
15790630,1
15671293,1
15647898,1
15671534,1
15630592,1
15593834,1
15702571,1
15748499,1
15668889,1
15569682,1
15799859,1
15646190,1
15784526,1
15785367,1
15776545,1
15790113,1
15697844,1
15587038,1
15700300,1
15642001,1
15715907,1
15771409,1
15592773,1
15590234,1
15785705,1
15569917,1
15757306,1
15642098,1
15759387,1
15623369,1
15732943,1
15750545,1
15791944,1
15768342,1
15781975,1
15568819,1
15613699,1
15609758,1
15712483,1
15636454,1
15591107,1
15620570,1
15727811,1
15673238,1
15788215,1
15666297,1
15701738,1
15650591,1
15690169,1
15633608,1
15776494,1
15592412,1
15629985,1
15679453,1
15691513,1
15702801,1
15647306,1
15763029,1
15582129,1
15670898,1
15673591,1
15681007,1
15629273,1
15596013,1
15774936,1
15566563,1
15725906,1
15585287,1
15692291,1
15806389,1
15641860,1
15751177,1
15748660,1
15614168,1
15679818,1
15681332,1
15795759,1
15798844,1
15649033,1
15780989,1
15592751,1
15761018,1
15802758,1
15647838,1
15664849,1
15797165,1
15678497,1
15789563,1
15766288,1
15651581,1
15746674,1
15693771,1
15757607,1
15793070,1
15760456,1
15732061,1
15616530,1
15745433,1
15718281,1
15653275,1
15570931,1
15803538,1
15732644,1
15713426,1
15775886,1
15774250,1
15681476,1
15617486,1
15623630,1
15645404,1
15652030,1
15722632,1
15713440,1
15772482,1
15595426,1
15791513,1
15787756,1
15616676,1
15665180,1
15769412,1
15578141,1
15701439,1
15785352,1
15717489,1
15808868,1
15697801,1
15686236,1
15736078,1
15776596,1
15812607,1
15690829,1
15688849,1
15661473,1
15745250,1
15815656,1
15584620,1
15706557,1
15594391,1
15588955,1
15740223,1
15635116,1
15777901,1
15639117,1
15586236,1
15733872,1
15602647,1
15623063,1
15603096,1
15814675,1
15692106,1
15791533,1
15572050,1
15641366,1
15588859,1
15605916,1
15644179,1
15733888,1
15577359,1
15621004,1
15743236,1
15727177,1
15774358,1
15804142,1
15670528,1
15677796,1
15708504,1
15790455,1
15746515,1
15618562,1
15636736,1
15605534,1
15792473,1
15766017,1
15605698,1
15777060,1
15589698,1
15610343,1
15788480,1
15591698,1
15712813,1
15757759,1
15796230,1
15611729,1
15641413,1
15753840,1
15717286,1
15577107,1
15677336,1
15684395,1
15637690,1
15632882,1
15661034,1
15646720,1
15704657,1
15701319,1
15745266,1
15806570,1
15755521,1
15641158,1
15752507,1
15655082,1
15720155,1
15582116,1
15663134,1
15766683,1
15575147,1
15756321,1
15706799,1
15775703,1
15806771,1
15582519,1
15755330,1
15605072,1
15692142,1
15717191,1
15601410,1
15684669,1
15658982,1
15661162,1
15601569,1
15612478,1
15574830,1
15685947,1
15601012,1
15567506,1
15794360,1
15585985,1
15727619,1
15801436,1
15743245,1
15769353,1
15677288,1
15567778,1
15663987,1
15754940,1
15702601,1
15709016,1
15699095,1
15647292,1
15728838,1
15749068,1
15569976,1
15737047,1
15633194,1
15668774,1
15659694,1
15755405,1
15702541,1
15581893,1
15672447,1
15608701,1
15582892,1
15749103,1
15683053,1
15684316,1
15637599,1
15689526,1
15707637,1
15719426,1
15753092,1
15782939,1
15599329,1
15778418,1
15659092,1
15717770,1
15754443,1
15627298,1
15803202,1
15570289,1
15714241,1
15642530,1
15691906,1
15673971,1
15697510,1
15784923,1
15738088,1
15765173,1
15665159,1
15677310,1
15669782,1
15617052,1
15590810,1
15578671,1
15716608,1
15606115,1
15669783,1
15624993,1
15710034,1
15797081,1
15810444,1
15809736,1
15731148,1
15616365,1
15590201,1
15800031,1
15769246,1
15781129,1
15789560,1
15712807,1
15675794,1
15603764,1
15749583,1
15768233,1
15788723,1
15740442,1
15737735,1
15744873,1
15804962,1
15578787,1
15570002,1
15761487,1
15700394,1
15585066,1
15722991,1
15662501,1
15713975,1
15592925,1
15581626,1
15641319,1
15657957,1
15796993,1
15698902,1
15776936,1
15786463,1
15680611,1
15654772,1
15799635,1
15772337,1
15792862,1
15657349,1
15653347,1
15749951,1
15597949,1
15645323,1
15793311,1
15770474,1
15753110,1
15777459,1
15611058,1
15635942,1
15705448,1
15593499,1
15608246,1
15736250,1
15683339,1
15663650,1
15576065,1
15604138,1
15666095,1
15643487,1
15764033,1
15747288,1
15664432,1
15771668,1
15636977,1
15679551,1
15606097,1
15612103,1
15660475,1
15653572,1
15710315,1
15609083,1
15611767,1
15643770,1
15792650,1
15624180,1
15806318,1
15600399,1
15576216,1
15635364,1
15766044,1
15655175,1
15622033,1
15667438,1
15623989,1
15586523,1
15766826,1
15608381,1
15645371,1
15766355,1
15585249,1
15686099,1
15815316,1
15601787,1
15638882,1
15797751,1
15734711,1
15814405,1
15606944,1
15785024,1
15732438,1
15641389,1
15657306,1
15686242,1
15686060,1
15601857,1
15807900,1
15796115,1
15632280,1
15675518,1
15771000,1
15641175,1
15584156,1
15687001,1
15731951,1
15571586,1
15640580,1
15592716,1
15690733,1
15592104,1
15651900,1
15599211,1
15777907,1
15775192,1
15688951,1
15566378,1
15699415,1
15682868,1
15733361,1
15632051,1
15590337,1
15634551,1
15593778,1
15655360,1
15780909,1
15801411,1
15658409,1
15752294,1
15743193,1
15716085,1
15641688,1
15807120,1
15608588,1
15570533,1
15603135,1
15737025,1
15668309,1
15732437,1
15658768,1
15613048,1
15662337,1
15603111,1
15726720,1
15566531,1
15791674,1
15728963,1
15609735,1
15706458,1
15704053,1
15724321,1
15712536,1
15807728,1
15764916,1
15768495,1
15664547,1
15785358,1
15775761,1
15680201,1
15591985,1
15662698,1
15644994,1
15659327,1
15650424,1
15742091,1
15722731,1
15640507,1
15763907,1
15813946,1
15701936,1
15593283,1
15814690,1
15807245,1
15799358,1
15616367,1
15718765,1
15687329,1
15619514,1
15615430,1
15726179,1
15572182,1
15669414,1
15785490,1
15686974,1
15796764,1
15746569,1
15784124,1
15784042,1
15755731,1
15673020,1
15578865,1
15774586,1
15732202,1
15707861,1
15681026,1
15594612,1
15666295,1
15672754,1
15768163,1
15769959,1
15584532,1
15682355,1
